[2026-03-25 09:40:26] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-24
正在获取论文...
[arXiv] 2026-03-24 | First Detection of the Glycine Isomer Glycolamide in Hot Molecular Core
[arXiv] 2026-03-24 | Double Coupling Architecture and Training Method for Optimization Problems of Differential Algebraic Equations with Parameters
[arXiv] 2026-03-24 | HyFI: Hyperbolic Feature Interpolation for Brain-Vision Alignment
[arXiv] 2026-03-24 | Beyond Explanation: Evidentiary Rights for Algorithmic Accountability
[arXiv] 2026-03-24 | Optimal filtering for a giant cavity in waveguide QED systems
[arXiv] 2026-03-24 | How Far Can VLMs Go for Visual Bug Detection? Studying 19,738 Keyframes from 41 Hours of Gameplay Videos
[arXiv] 2026-03-24 | Detecting outliers of pursuit eye movements: a preliminary analysis of autism spectrum disorder
[arXiv] 2026-03-24 | Distinct memory properties in spin-wave reservoir computing based on synthetic antiferromagnet
[arXiv] 2026-03-24 | Finite compressibility and strain hardening in elasto-plastic models of amorphous matter
[arXiv] 2026-03-24 | Online library learning in human visual puzzle solving
[arXiv] 2026-03-24 | Enhanced spin-current generation in Dirac altermagnets through Klein tunneling
[arXiv] 2026-03-24 | Modeling the Disjunction Effect within Classical Probability: A New Decision Process Model and Comparison with Quantum-like Models
[arXiv] 2026-03-24 | I Came, I Saw, I Explained: Benchmarking Multimodal LLMs on Figurative Meaning in Memes
[arXiv] 2026-03-24 | Simplex Stratification and Phase Boundaries in the Partition Graph
[arXiv] 2026-03-24 | General Machine Learning: Theory for Learning Under Variable Regimes
[arXiv] 2026-03-24 | Decoding AI Authorship: Can LLMs Truly Mimic Human Style Across Literature and Politics?
[arXiv] 2026-03-24 | Joint Task Orchestration and Resource Optimization for SC3 Closed Loop in 6G Networks
[arXiv] 2026-03-24 | Covering and Partitioning Complex Objects with Small Pieces
[arXiv] 2026-03-24 | Generative Inversion of Spectroscopic Data for Amorphous Structure Elucidation
[arXiv] 2026-03-24 | How Massive Can a Population III Starburst Be? Simulating the First Galaxies with High Lyman-Werner Background
[arXiv] 2026-03-24 | A One-Inclusion Graph Approach to Multi-Group Learning
[arXiv] 2026-03-24 | Impact of stellar rotation on type II supernova progenitor masses from pre-explosion imaging
[arXiv] 2026-03-24 | Block Coordinate Descent for Dynamic Portfolio Optimization on Finite-Precision Coherent Ising Machines
[arXiv] 2026-03-24 | FDIF: Formula-Driven supervised Learning with Implicit Functions for 3D Medical Image Segmentation
[arXiv] 2026-03-24 | Privacy-Aware Smart Cameras: View Coverage via Socially Responsible Coordination
[arXiv] 2026-03-24 | Total coloring of (sub)cubic Halin graphs
[arXiv] 2026-03-24 | Computation of genus 2 Kleinian hyperelliptic functions via Richelot isogenies
[arXiv] 2026-03-24 | Steady cone-jet mode of electrospray for single-cell deposition
[arXiv] 2026-03-24 | MedObvious: Exposing the Medical Moravec's Paradox in VLMs via Clinical Triage
[arXiv] 2026-03-24 | DA-Flow: Degradation-Aware Optical Flow Estimation with Diffusion Models
[arXiv] 2026-03-24 | Estimating Flow Velocity and Vehicle Angle-of-Attack from Non-invasive Piezoelectric Structural Measurements Using Deep Learning
[arXiv] 2026-03-24 | Foveated Diffusion: Efficient Spatially Adaptive Image and Video Generation
[arXiv] 2026-03-24 | One View Is Enough! Monocular Training for In-the-Wild Novel View Generation
[arXiv] 2026-03-24 | Quantum Saturation of the Electro-Optic Effect
[arXiv] 2026-03-24 | Failure of contextual invariance in gender inference with large language models
[arXiv] 2026-03-24 | Intercavity phonons and dynamics in coupled polariton cavities
[arXiv] 2026-03-24 | Index-Based Scheduling for a Resource-Constrained Quantum Switch
[arXiv] 2026-03-24 | Solving the Cosmic Coincidence Problem: The Locally Pumped Dark Energy Model
[arXiv] 2026-03-24 | Information-Theoretic Scaling Laws of Neural Quantum States
[arXiv] 2026-03-24 | A new proof of Funayama's theorem
[arXiv] 2026-03-24 | Function-Rips complexes in persistent homotopy theory: Local stability and Latschev theorems
[arXiv] 2026-03-24 | 3DCity-LLM: Empowering Multi-modality Large Language Models for 3D City-scale Perception and Understanding
[arXiv] 2026-03-24 | Structural Chart of Copper-Silver Nanoalloys through machine learning
[arXiv] 2026-03-24 | SIGMA: A Physics-Based Benchmark for Gas Chimney Understanding in Seismic Images
[arXiv] 2026-03-24 | Similarity-Aware Mixture-of-Experts for Data-Efficient Continual Learning
[arXiv] 2026-03-24 | Every connected subcubic graph except the Petersen graph is packing $(1,1,2,2)$-colorable
[arXiv] 2026-03-24 | Tensor network influence functionals for open quantum systems with general Gaussian bosonic baths
[arXiv] 2026-03-24 | On the number of families avoiding a subposet
[arXiv] 2026-03-24 | Ferromagnetic Spin Glass State and Anomalous Hall Effect in Topological Semimetal Candidate Mn2Sb2Te5
[arXiv] 2026-03-24 | Wayfinder: Automated Operating System Specialization
[arXiv] 2026-03-24 | Bilevel Autoresearch: Meta-Autoresearching Itself
[arXiv] 2026-03-24 | Planning over MAPF Agent Dependencies via Multi-Dependency PIBT
[arXiv] 2026-03-24 | Unleashing Spatial Reasoning in Multimodal Large Language Models via Textual Representation Guided Reasoning
[arXiv] 2026-03-24 | Magnetic flux distribution, quasiparticle spectroscopy, and quality factors in Nb films for superconducting qubits
[arXiv] 2026-03-24 | Uniform boundedness of small points on abelian varieties over function fields
[arXiv] 2026-03-24 | Two-parameter Family-Vicsek scaling in a dissipative XXZ spin chain
[arXiv] 2026-03-24 | From Feature Learning to Spectral Basis Learning: A Unifying and Flexible Framework for Efficient and Robust Shape Matching
[arXiv] 2026-03-24 | Eulerian polynomials and the alternating sum of excedances
[arXiv] 2026-03-24 | PinPoint: Monocular Needle Pose Estimation for Robotic Suturing via Stein Variational Newton and Geometric Residuals
[arXiv] 2026-03-24 | Photometric and late-time spectropolarimetric observations of GRB 250129A afterglow
[arXiv] 2026-03-24 | Robust and Interpretable Graph Neural Networks for Power Systems State Estimation
[arXiv] 2026-03-24 | The Fermi-Pasta-Ulam-Tsingou problem after 70 years: Universal laws of thermalization in lattice systems
[arXiv] 2026-03-24 | Numerical Kernels on a Spatial Accelerator: A Study of Tenstorrent Wormhole
[arXiv] 2026-03-24 | Bohr's Last Problem Under the Entirety Hypothesis: A Survey with Initial Reductions
[arXiv] 2026-03-24 | Signatures of localised particle acceleration at a global coronal shock wave
[arXiv] 2026-03-24 | Quantum gravity and matter fields in a general background gauge
[arXiv] 2026-03-24 | Can NR-V2X Sidelink support A2A links?
[arXiv] 2026-03-24 | Geometry of Geometric Data Set II: Pyramid
[arXiv] 2026-03-24 | WISTERIA: Weak Implicit Signal-based Temporal Relation Extraction with Attention
[arXiv] 2026-03-24 | ARGENT: Adaptive Hierarchical Image-Text Representations
[arXiv] 2026-03-24 | Curriculum-Driven 3D CT Report Generation via Language-Free Visual Grafting and Zone-Constrained Compression
[arXiv] 2026-03-24 | Branches of Markoff $m$-triples with two $k$-Fibonacci components
[arXiv] 2026-03-24 | Security Barriers to Trustworthy AI-Driven Cyber Threat Intelligence in Finance: Evidence from Practitioners
[arXiv] 2026-03-24 | Pruning for efficient deterministic global optimization over trained ReLU neural networks
[arXiv] 2026-03-24 | Five-flavor molecular pentaquarks in the $Ξ_b^{(\prime,\,*)} \bar D^{(*)}$ and $Ξ_c^{(\prime,\,*)} B^{(*)}$ systems
[arXiv] 2026-03-24 | Soft Symmetry Breaking as a Nonstandard Source of Mass: Phenomenological Insights from the Two-Higgs-Doublet Model
[arXiv] 2026-03-24 | Emergence of Fragility in LLM-based Social Networks: the Case of Moltbook
[arXiv] 2026-03-24 | Systemic Gendered Citation Imbalance in Computer Science: Evidence from Conferences and Journals
[arXiv] 2026-03-24 | Shape Polarization and Quasiparticle Alignment in the [523]5/2 and [642]5/2 bands of $^{169}$Hf
[arXiv] 2026-03-24 | SynForceNet: A Force-Driven Global-Local Latent Representation Framework for Lithium-Ion Battery Fault Diagnosis
[arXiv] 2026-03-24 | Ellipsoidal Manifold Optimization for Distributed Antenna Beamforming
[arXiv] 2026-03-24 | Dark Matter Detection through Rydberg Atom Transducer
[arXiv] 2026-03-24 | Virtual absorption modes of Schwarzschild-de Sitter spacetimes in semi-open systems
[arXiv] 2026-03-24 | The Calderón-Zygmund inequalities on evolving Riemannian manifolds
[arXiv] 2026-03-24 | Who Spoke What When? Evaluating Spoken Language Models for Conversational ASR with Semantic and Overlap-Aware Metrics
[arXiv] 2026-03-24 | Simple Yetter-Drinfeld modules over Generalized Liu algebras
[arXiv] 2026-03-24 | Dirac Operators, APS Boundary Conditions, and Spectral Flow on a Finite Warped Cylinder
[arXiv] 2026-03-24 | Autoencoder-based Optimization of Multi-user Molecule Mixture Communication Systems
[arXiv] 2026-03-24 | The Power of Power Codes: New Classes of Easy Instances for the Linear Equivalence Problem
[arXiv] 2026-03-24 | Synergistic chemical and optical switching of chiral symmetry breaking in 1\textit{T}-TaS$_2
[arXiv] 2026-03-24 | Design Implications for Student and Educator Needs in AI-Supported Programming Learning Tools
[arXiv] 2026-03-24 | Scalable quantum circuit generation for iterative ground state approximation using Majorana Propagation
[arXiv] 2026-03-24 | Arbitrary order stationarity preserving stabilized finite elements for multidimensional nonlinear hyperbolic problems. Application to the Euler equations with gravity
[arXiv] 2026-03-24 | Interior singularity and branching of geodesics in real-analytic sub-Riemannian manifolds
[arXiv] 2026-03-24 | SAiW: Source-Attributable Invisible Watermarking for Proactive Deepfake Defense
[arXiv] 2026-03-24 | Robust Safety Monitoring of Language Models via Activation Watermarking
[arXiv] 2026-03-24 | Amplification based on the noise-induced negative differential resistance in a Zener diode
[arXiv] 2026-03-24 | GSwap: Realistic Head Swapping with Dynamic Neural Gaussian Field
[arXiv] 2026-03-24 | Field-induced spin-flip and spin-flop transitions in NdFeO3
[arXiv] 2026-03-24 | The Separating Noether Number of Finite Abelian Groups
[arXiv] 2026-03-24 | Open Quantum Cluster Embedding Theory
[arXiv] 2026-03-24 | LiZIP: An Auto-Regressive Compression Framework for LiDAR Point Clouds
[arXiv] 2026-03-24 | Conformal Cross-Modal Active Learning
[arXiv] 2026-03-24 | Intracluster light is a close tracer of the dark matter halo shape
[arXiv] 2026-03-24 | Stable Inversion of Discrete-Time Linear Periodically Time-Varying Systems via Cyclic Reformulation
[arXiv] 2026-03-24 | The Persistent Radio Sources and Multi-wavelength Counterparts of Fast Radio Bursts in Massive Binary Systems
[arXiv] 2026-03-24 | Can Language Models Pass Software Testing Certification Exams? a case study
[arXiv] 2026-03-24 | Complex magnetic interactions in geometrically frustrated TbOF
[arXiv] 2026-03-24 | Quantum speedup from nonclassical polarization
[arXiv] 2026-03-24 | Hausdorff measure of the free boundary for the $p$-obstacle problem with subcritical exponents
[arXiv] 2026-03-24 | Quasi-particles and the Kanade-Russell and Kurşungöz formula for Capparelli's identity
[arXiv] 2026-03-24 | Formation of Ag and Au Plasmonic Nanoparticles by Ion Implantation in Ga$_2$O$_3$ thin films
[arXiv] 2026-03-24 | NeuroSeg Meets DINOv3: Transferring 2D Self-Supervised Visual Priors to 3D Neuron Segmentation via DINOv3 Initialization
[arXiv] 2026-03-24 | Anomalously Strong Localized First Ionization Potential Effect Associated with a Solar Subflare
[arXiv] 2026-03-24 | Extended-Target Classification and Localization for Near-Field ISAC
[arXiv] 2026-03-24 | Construction of graph coverings with prescribed Iwasawa invariants
[arXiv] 2026-03-24 | Spatial navigation in preclinical Alzheimer's disease: A review
[arXiv] 2026-03-24 | Amplitude Analysis of the Isospin-Violating Decay $J/ψ\rightarrowγηπ^{0}$
[arXiv] 2026-03-24 | MsFormer: Enabling Robust Predictive Maintenance Services for Industrial Devices
[arXiv] 2026-03-24 | Knowledge management in House of Graphs
[arXiv] 2026-03-24 | Machine Learning Models for the Early Detection of Burnout in Software Engineering: a Systematic Literature Review
[arXiv] 2026-03-24 | Structured Single-photon Metasource
[arXiv] 2026-03-24 | A kernel-derived orthogonal basis for spectral functions from Euclidean correlators
[arXiv] 2026-03-24 | Learning Actuator-Aware Spectral Submanifolds for Precise Control of Continuum Robots
[arXiv] 2026-03-24 | HUydra: Full-Range Lung CT Synthesis via Multiple HU Interval Generative Modelling
[arXiv] 2026-03-24 | Zero-Uncertainty States Relative to Observable Algebras
[arXiv] 2026-03-24 | Traffic Sign Recognition in Autonomous Driving: Dataset, Benchmark, and Field Experiment
[arXiv] 2026-03-24 | Looking Beyond the Window: Global-Local Aligned CLIP for Training-free Open-Vocabulary Semantic Segmentation
[arXiv] 2026-03-24 | On the equivalence of two approaches to multiplicative homotopy theories
[arXiv] 2026-03-24 | Local and Global Master Equations through the Lens of Non-Hermitian Physics
[arXiv] 2026-03-24 | Hook-decomposable modules and their resolutions
[arXiv] 2026-03-24 | Can Large Language Models Reason and Optimize Under Constraints?
[arXiv] 2026-03-24 | PaperVoyager : Building Interactive Web with Visual Language Models
[arXiv] 2026-03-24 | Finite skew braces whose additive group is a Z-group
[arXiv] 2026-03-24 | Pion and Kaon Fragmentation Functions from Continuum Schwinger Function Methods
[arXiv] 2026-03-24 | Few-Shot Generative Model Adaption via Identity Injection and Preservation
[arXiv] 2026-03-24 | Blow-up phemomenon for the 3-component Degasperis-Procesi equation
[arXiv] 2026-03-24 | An Open-Access Multi-modal Dataset for Cognitive, Motor, and Cognitive-Motor Tasks
[arXiv] 2026-03-24 | Classify all representation which contains a Steinberg in its hyperspecial subgroup
[arXiv] 2026-03-24 | AI Lifecycle-Aware Feasibility Framework for Split-RIC Orchestration in NTN O-RAN
[arXiv] 2026-03-24 | Short Exponential Sums and Ternary Correlations of Multiplicative Functions
[arXiv] 2026-03-24 | Semi-cosmographic constraints on decaying dark matter and dynamical dark energy: DESI DR2 BAO and 21\, cm intensity-mapping forecasts
[arXiv] 2026-03-24 | GO-Renderer: Generative Object Rendering with 3D-aware Controllable Video Diffusion Models
[arXiv] 2026-03-24 | Zero modes on product Riemannian manifolds
[arXiv] 2026-03-24 | GEM: Guided Expectation-Maximization for Behavior-Normalized Candidate Action Selection in Offline RL
[arXiv] 2026-03-24 | PoseDriver: A Unified Approach to Multi-Category Skeleton Detection for Autonomous Driving
[arXiv] 2026-03-24 | A Law of Large Numbers with Convergence Rate based on Nonlinear Expectation Theory and Its Application to Communication Detection
[arXiv] 2026-03-24 | Astrophysical aspects of string compactifications
[arXiv] 2026-03-24 | Who Is in the Room? Stakeholder Perspectives on AI Recording in Pediatric Emergency Care
[arXiv] 2026-03-24 | Path Planning and Reinforcement Learning-Driven Control of On-Orbit Free-Flying Multi-Arm Robots
[arXiv] 2026-03-24 | Impurity quadrupole moments as local probes of flux sectors in the Kitaev spin liquid
[arXiv] 2026-03-24 | Cooperative effect of local active stresses on the macroscopic contractility of elastic fiber networks
[arXiv] 2026-03-24 | Positive Observers Revisited
[arXiv] 2026-03-24 | Quality Over Clicks: Intrinsic Quality-Driven Iterative Reinforcement Learning for Cold-Start E-Commerce Query Suggestion
[arXiv] 2026-03-24 | EVA: Efficient Reinforcement Learning for End-to-End Video Agent
[arXiv] 2026-03-24 | IntentWeave: A Progressive Entry Ladder for Multi-Surface Browser Agents in Cloud Portals
[arXiv] 2026-03-24 | A diffuse-interface model for N-phase flows with liquid-solid phase change
[arXiv] 2026-03-24 | Solitary waves in a phononic integrated circuit
[arXiv] 2026-03-24 | VLGOR: Visual-Language Knowledge Guided Offline Reinforcement Learning for Generalizable Agents
